Time [s],Pressure V1-P2 [ADC],Pressure V1-P1-Ins [ADC],Pressure V1-P1-Exp [ADC], Pressure V2-P2 [ADC],Pressure V2-P1-Ins [ADC], Pressure V2-P1-Exp [ADC]
44.314,4357,4368,1638,4627,4682,1638
44.324,4351,4363,1638,4620,4678,1638
44.334,4306,4318,1638,4607,4667,1638
44.344,4287,4300,1638,4583,4644,1638
44.354,4261,4275,1638,4536,4598,1638
44.364,4217,4232,1638,4488,4552,1638
44.374,4216,4233,1638,4502,4569,1638
44.384,4235,4254,1638,4537,4607,1638
44.394,4179,4198,1638,4536,4606,1638
44.404,4129,4150,1638,4511,4581,1638
44.414,4141,4162,1638,4466,4538,1638
44.424,4142,4163,1638,4442,4516,1638
44.434,4127,4150,1638,4426,4503,1638
44.444,4116,4142,1638,4402,4480,1638
44.454,4072,4097,1638,4414,4492,1638
44.464,4013,4040,1638,4416,4495,1638
44.474,3970,3999,1638,4357,4436,1638
44.484,3934,3964,1638,4296,4376,1638
44.494,3931,3962,1638,4283,4365,1638
44.504,3963,3993,1638,4313,4397,1638
44.514,3979,4009,1638,4346,4431,1638
44.524,3957,3989,1638,4327,4414,1638
44.534,3877,3910,1638,4253,4342,1638
44.544,3845,3879,1638,4249,4338,1638
44.554,3909,3944,1638,4285,4373,1638
44.564,3967,4003,1638,4284,4376,1638
44.574,3982,4019,1638,4310,4404,1638
44.584,3943,3980,1638,4307,4401,1638
44.594,3901,3937,1638,4277,4371,1638
44.604,3943,3980,1638,4293,4389,1638
44.614,4023,4062,1638,4320,4417,1638
44.624,4079,4117,1638,4363,4460,1638
44.634,4110,4148,1638,4422,4519,1638
44.644,4109,4148,1638,4454,4550,1638
44.654,4098,4136,1638,4475,4573,1638
44.664,4139,4176,1638,4500,4601,1638
44.674,4116,4153,1638,4449,4549,1638
44.684,4066,4103,1638,4419,4518,1638
44.694,4133,4173,1638,4501,4600,1638
44.704,4150,4190,1638,4529,4627,1638
44.714,4089,4127,1638,4485,4584,1638
44.724,4058,4097,1638,4464,4566,1638
44.734,4087,4125,1638,4483,4586,1638
44.744,4200,4238,1638,4519,4621,1638
44.754,4254,4292,1638,4493,4594,1638
44.764,4189,4227,1638,4458,4560,1638
44.774,4166,4204,1638,4501,4604,1638
44.784,4276,4314,1638,4580,4683,1638
44.794,4271,4309,1638,4562,4666,1638
44.804,4100,4139,1638,4486,4589,1638
44.814,4048,4087,1638,4503,4606,1638
44.824,4122,4159,1638,4519,4622,1638
44.834,4186,4223,1638,4454,4555,1638
44.844,4206,4243,1638,4486,4588,1638
44.854,4226,4264,1638,4592,4696,1638
44.864,4240,4277,1638,4605,4710,1638
44.874,4143,4180,1638,4573,4677,1638
44.884,4049,4086,1638,4546,4650,1638
44.894,4080,4120,1638,4518,4622,1638
44.904,4181,4221,1638,4516,4618,1638
44.914,4153,4194,1638,4517,4620,1638
44.924,4116,4158,1638,4553,4656,1638
44.934,4215,4253,1638,4604,4707,1638
44.944,4150,4187,1638,4553,4656,1638
44.954,4072,4111,1638,4480,4583,1638
44.964,4193,4233,1638,4523,4625,1638
44.974,4253,4293,1638,4584,4687,1638
44.984,4217,4257,1638,4559,4663,1638
44.994,4223,4262,1638,4512,4616,1638
45.004,4225,4264,1638,4545,4650,1638
45.014,4161,4202,1638,4592,4698,1638
45.024,4169,4211,1638,4546,4653,1638
45.034,4195,4237,1638,4475,4582,1638
45.044,4107,4148,1638,4467,4573,1638
45.054,4079,4119,1638,4481,4586,1638
45.064,4132,4172,1638,4483,4588,1638
45.074,4102,4142,1638,4487,4591,1638
45.084,4153,4193,1638,4546,4651,1638
45.094,4260,4300,1638,4616,4722,1638
45.104,4235,4276,1638,4593,4698,1638
45.114,4223,4264,1638,4545,4650,1638
45.124,4248,4287,1638,4565,4668,1638
45.134,4228,4268,1638,4559,4663,1638
45.144,4167,4208,1638,4522,4627,1638
45.154,4143,4182,1638,4517,4621,1638
45.164,4139,4179,1638,4508,4613,1638
45.174,4078,4121,1638,4458,4565,1638
45.184,4086,4129,1638,4419,4528,1638
45.194,4071,4114,1638,4425,4535,1638
45.204,3937,3980,1638,4350,4459,1638
45.214,3989,4034,1638,4329,4438,1638
45.224,4135,4181,1638,4477,4585,1638
45.234,4066,4111,1638,4475,4584,1638
45.244,4029,4073,1638,4374,4483,1638
45.254,4062,4105,1638,4386,4495,1638
45.264,4065,4110,1638,4388,4498,1638
45.274,4073,4120,1638,4380,4488,1638
45.284,4078,4125,1638,4450,4557,1638
45.294,4153,4200,1638,4484,4594,1638
45.304,4209,4256,1638,4474,4585,1638
45.314,4179,4224,1638,4461,4571,1638
45.324,4095,4139,1638,4391,4501,1638
45.334,3966,4010,1638,4382,4493,1638
45.344,3997,4043,1638,4434,4545,1638
45.354,4208,4255,1638,4436,4547,1638
45.364,4243,4288,1638,4501,4611,1638
45.374,4101,4144,1638,4517,4627,1638
45.384,4062,4105,1638,4487,4596,1638
45.394,4159,4202,1638,4508,4617,1638
45.404,4220,4263,1638,4496,4607,1638
45.414,4145,4188,1638,4531,4639,1638
45.424,4093,4136,1638,4597,4707,1638
45.434,4142,4185,1638,4595,4706,1638
45.444,4239,4282,1638,4576,4684,1638
45.454,4271,4312,1638,4568,4674,1638
45.464,4278,4320,1638,4577,4683,1638
45.474,4339,4382,1638,4592,4698,1638
45.484,4268,4311,1638,4553,4660,1638
45.494,4156,4200,1638,4531,4639,1638
45.504,4199,4242,1638,4577,4686,1638
45.514,4250,4295,1638,4581,4690,1638
45.524,4197,4242,1638,4539,4648,1638
45.534,4128,4171,1638,4518,4626,1638
45.544,4123,4166,1638,4514,4622,1638
45.554,4104,4147,1638,4524,4630,1638
45.564,4094,4136,1638,4550,4656,1638
45.574,4120,4162,1638,4531,4639,1638
45.584,4165,4209,1638,4486,4594,1638
45.594,4213,4258,1638,4498,4607,1638
45.604,4143,4187,1638,4519,4627,1638
45.614,4045,4088,1638,4469,4577,1638
45.624,4128,4169,1638,4473,4581,1638
45.634,4193,4237,1638,4554,4661,1638
45.644,4191,4234,1638,4586,4693,1638
45.654,4245,4286,1638,4584,4691,1638
45.664,4173,4214,1638,4571,4679,1638
45.674,4076,4116,1638,4535,4640,1638
45.684,4095,4136,1638,4536,4642,1638
45.694,4164,4206,1638,4589,4698,1638
45.704,4236,4278,1638,4649,4757,1638
45.714,4222,4265,1638,4667,4774,1638
45.724,4195,4239,1638,4611,4720,1638
45.734,4179,4222,1638,4556,4664,1638
45.744,4202,4243,1638,4608,4715,1638
45.754,4254,4295,1638,4613,4721,1638
45.764,4238,4280,1638,4558,4666,1638
45.774,4238,4278,1638,4620,4727,1638
45.784,4302,4341,1638,4688,4794,1638
45.794,4353,4393,1638,4695,4802,1638
45.804,4383,4423,1638,4680,4787,1638
45.814,4352,4393,1638,4681,4786,1638
45.824,4294,4335,1638,4692,4797,1638
45.834,4305,4346,1638,4625,4731,1638
45.844,4291,4331,1638,4583,4688,1638
45.854,4229,4268,1638,4583,4686,1638
45.864,4245,4284,1638,4598,4701,1638
45.874,4256,4294,1638,4591,4694,1638
45.884,4195,4234,1638,4553,4657,1638
45.894,4151,4192,1638,4542,4648,1638
45.904,4153,4196,1638,4503,4610,1638
45.914,4216,4258,1638,4495,4604,1638
45.924,4252,4294,1638,4521,4629,1638
45.934,4256,4298,1638,4515,4623,1638
45.944,4222,4266,1638,4509,4618,1638
45.954,4091,4136,1638,4486,4594,1638
45.964,4042,4084,1638,4466,4573,1638
45.974,4049,4090,1638,4415,4523,1638
45.984,4060,4102,1638,4428,4536,1638
45.994,4034,4077,1638,4492,4601,1638
46.004,4004,4049,1638,4530,4639,1638
46.014,4165,4210,1638,4581,4689,1638
46.024,4243,4288,1638,4546,4654,1638
46.034,4094,4138,1638,4522,4629,1638
46.044,4150,4192,1638,4575,4681,1638
46.054,4281,4321,1638,4598,4703,1638
46.064,4264,4303,1638,4647,4750,1638
46.074,4280,4317,1638,4693,4796,1638
46.084,4289,4325,1638,4715,4818,1638
46.094,4472,4507,1638,4817,4919,1638
46.104,4605,4639,1638,4943,5042,1638
46.114,4515,4547,1638,5000,5096,1638
46.124,4594,4623,1638,5093,5189,1638
46.134,4798,4825,1638,5267,5361,1638
46.144,5003,5025,1638,5431,5517,1638
46.154,5094,5111,1638,5539,5620,1638
46.164,5271,5287,1638,5686,5766,1638
46.174,5536,5549,1638,5833,5907,1638
46.184,5594,5604,1638,5916,5984,1638
46.194,5614,5622,1638,6010,6074,1638
46.204,5703,5709,1638,6108,6169,1638
46.214,5814,5817,1638,6194,6249,1638
46.224,5885,5886,1638,6251,6300,1638
46.234,5937,5938,1638,6285,6330,1638
46.244,6006,6006,1638,6332,6373,1638
46.254,5959,5959,1638,6321,6358,1638
46.264,5898,5898,1638,6266,6300,1638
46.274,5913,5913,1638,6234,6264,1638
46.284,5895,5895,1638,6207,6235,1638
46.294,5839,5839,1638,6164,6191,1638
46.304,5829,5829,1638,6115,6141,1638
46.314,5816,5816,1638,6062,6085,1638
46.324,5746,5746,1638,6029,6051,1638
46.334,5714,5714,1638,6023,6044,1638
46.344,5742,5742,1638,6022,6042,1638
46.354,5727,5727,1638,5993,6011,1638
46.364,5707,1638,5708,5937,5955,1638
46.374,5691,1638,5692,5880,5898,1638
46.384,5614,1638,5614,5828,5845,1638
46.394,5575,1638,5576,5795,5810,1638
46.404,5572,1638,5573,5787,5801,1638
46.414,5555,1638,5556,5768,5781,1638
46.424,5552,1638,5553,5711,5724,1638
46.434,5527,1638,5528,5666,5678,1638
46.444,5511,1638,5512,5675,5688,1638
46.454,5461,1638,5462,5647,5660,1638
46.464,5441,1638,5444,5617,5630,1638
46.474,5448,1638,5451,5640,5653,1638
46.484,5392,1638,5395,5622,5634,1638
46.494,5377,1638,5380,5550,5561,1638
46.504,5352,1638,5354,5492,5503,1638
46.514,5257,1638,5260,5464,5474,1638
46.524,5212,1638,5215,5452,5462,1638
46.534,5247,1638,5249,5481,5492,1638
46.544,5292,1638,5295,5513,5523,1638
46.554,5283,1638,5287,5467,5476,1638
46.564,5255,1638,5258,5443,5452,1638
46.574,5253,1638,5256,5463,5473,1638
46.584,5223,1638,5226,5418,5428,1638
46.594,5195,1638,5197,5411,5421,1638
46.604,5231,1638,5233,5439,5450,1638
46.614,5253,1638,5255,5388,5398,1638
46.624,5251,1638,5253,5420,5430,1638
46.634,5216,1638,5218,5455,5466,1638
46.644,5164,1638,5167,5370,5381,1638
46.654,5155,1638,5157,5333,5344,1638
46.664,5157,1638,5159,5368,5379,1638
46.674,5161,1638,5162,5395,5406,1638
46.684,5179,1638,5181,5408,5419,1638
46.694,5161,1638,5162,5376,5387,1638
46.704,5170,1638,5170,5365,5377,1638
46.714,5177,1638,5177,5393,5405,1638
46.724,5180,1638,5181,5392,5403,1638
46.734,5215,1638,5216,5388,5398,1638
46.744,5155,1638,5157,5388,5400,1638
46.754,5166,1638,5168,5386,5398,1638
46.764,5215,1638,5216,5388,5400,1638
46.774,5209,1638,5210,5403,5415,1638
46.784,5243,1638,5244,5426,5438,1638
46.794,5189,1638,5191,5404,5416,1638
46.804,5149,1638,5150,5369,5380,1638
46.814,5157,1638,5158,5370,5382,1638
46.824,5166,1638,5167,5394,5406,1638
46.834,5182,1638,5183,5367,5379,1638
46.844,5157,1638,5159,5336,5349,1638
46.854,5151,1638,5152,5379,5392,1638
46.864,5155,1638,5157,5394,5407,1638
46.874,5134,1638,5134,5362,5375,1638
46.884,5173,1638,5174,5373,5386,1638
46.894,5201,1638,5203,5390,5404,1638
46.904,5180,1638,5180,5403,5417,1638
46.914,5206,5206,1638,5402,5415,1638
46.924,5200,1638,5200,5342,5356,1638
46.934,5179,1638,5179,5336,5349,1638
46.944,5209,5209,1638,5398,5411,1638
46.954,5212,5212,1638,5414,5428,1638
46.964,5191,1638,5191,5392,5406,1638
46.974,5153,1638,5154,5365,5378,1638
46.984,5122,5122,1638,5377,5392,1638
46.994,5134,5134,1638,5391,5405,1638
47.004,5159,5159,1638,5385,5398,1638
47.014,5160,5160,1638,5399,5414,1638
47.024,5191,1638,5191,5421,5435,1638
47.034,5193,5193,1638,5395,5410,1638
47.044,5132,5132,1638,5358,5374,1638
47.054,5157,5157,1638,5373,5388,1638
47.064,5157,5157,1638,5373,5387,1638
47.074,5144,5144,1638,5363,5377,1638
47.084,5218,5218,1638,5392,5407,1638
47.094,5203,1638,5203,5396,5411,1638
47.104,5199,1638,5200,5415,5430,1638
47.114,5209,5209,1638,5444,5458,1638
47.124,5175,1638,5175,5458,5472,1638
47.134,5206,1638,5207,5448,5462,1638
47.144,5258,5258,1638,5434,5449,1638
47.154,5254,1638,5254,5448,5463,1638
47.164,5223,1638,5224,5432,5447,1638
47.174,5219,1638,5220,5414,5428,1638
47.184,5204,1638,5204,5424,5438,1638
47.194,5195,1638,5196,5422,5437,1638
47.204,5218,1638,5219,5426,5440,1638
47.214,5194,5194,1638,5418,5431,1638
47.224,5182,1638,5183,5397,5411,1638
47.234,5212,1638,5212,5402,5417,1638
47.244,5219,5219,1638,5437,5453,1638
47.254,5223,1638,5223,5433,5448,1638
47.264,5217,5217,1638,5392,5407,1638
47.274,5197,5197,1638,5390,5404,1638
47.284,5227,5227,1638,5414,5428,1638
47.294,5218,5218,1638,5423,5438,1638
47.304,5174,1638,5174,5419,5434,1638
47.314,5212,1638,5213,5434,5449,1638
47.324,5250,1638,5250,5451,5466,1638
47.334,5221,1638,5221,5427,5440,1638
47.344,5193,1638,5193,5418,5431,1638
47.354,5182,1638,5183,5423,5438,1638
47.364,5217,5217,1638,5434,5448,1638
47.374,5236,5236,1638,5460,5474,1638
47.384,5191,5191,1638,5453,5468,1638
47.394,5183,1638,5184,5425,5439,1638
47.404,5191,1638,5192,5417,5431,1638
47.414,5186,1638,5187,5399,5413,1638
47.424,5242,1638,5242,5403,5416,1638
47.434,5267,1638,5267,5416,5430,1638
47.444,5196,1638,5196,5397,5413,1638
47.454,5205,1638,5206,5416,5431,1638
47.464,5272,1638,5272,5476,5491,1638
47.474,5190,1638,5190,5478,5494,1638
47.484,5179,1638,5180,5417,5432,1638
47.494,5211,1638,5211,5393,5409,1638
47.504,5157,5157,1638,5426,5442,1638
47.514,5231,1638,5231,5422,5436,1638
47.524,5239,5239,1638,5393,5407,1638
47.534,5139,5139,1638,5386,5401,1638
47.544,5171,1638,5172,5405,5419,1638
47.554,5226,1638,5226,5425,5440,1638
47.564,5224,1638,5225,5426,5442,1638
47.574,5221,5221,1638,5423,5438,1638
47.584,5219,5219,1638,5444,5460,1638
47.594,5217,1638,5218,5457,5473,1638
47.604,5186,5186,1638,5417,5433,1638
47.614,5174,5174,1638,5398,5414,1638
47.624,5218,5218,1638,5426,5441,1638
47.634,5196,5196,1638,5429,5445,1638
47.644,5183,1638,5183,5443,5458,1638
47.654,5234,5234,1638,5437,5453,1638
47.664,5238,5238,1638,5431,5447,1638
47.674,5220,1638,5220,5453,5469,1638
47.684,5219,5219,1638,5421,5436,1638
47.694,5166,5166,1638,5360,5375,1638
47.704,5141,5141,1638,5372,5387,1638
47.714,5186,5186,1638,5419,5434,1638
47.724,5136,5136,1638,5401,5417,1638
47.734,5110,5110,1638,5408,5424,1638
47.744,5188,5188,1638,5454,5469,1638
47.754,5166,5166,1638,5403,5419,1638
47.764,5162,5162,1638,5396,5412,1638
47.774,5220,5220,1638,5455,5471,1638
47.784,5185,1638,5185,5419,5435,1638
47.794,5159,5159,1638,5399,5415,1638
47.804,5194,5194,1638,5459,5476,1638
47.814,5219,5219,1638,5461,5477,1638
47.824,5249,5249,1638,5448,5463,1638
47.834,5213,1638,5213,5462,5477,1638
47.844,5194,1638,5194,5441,5457,1638
47.854,5219,5219,1638,5421,5437,1638
47.864,5194,5194,1638,5426,5441,1638
47.874,5216,5216,1638,5426,5442,1638
47.884,5253,5253,1638,5446,5461,1638
47.894,5235,5235,1638,5444,5459,1638
47.904,5215,5215,1638,5410,5426,1638
47.914,5236,1638,5236,5452,5469,1638
47.924,5247,5247,1638,5476,5493,1638
47.934,5192,5192,1638,5402,5418,1638
47.944,5157,1638,5158,5405,5420,1638
47.954,5149,5149,1638,5409,5424,1638
47.964,5182,5182,1638,5392,5406,1638
47.974,5220,5220,1638,5429,5444,1638
47.984,5186,1638,5186,5426,5441,1638
47.994,5154,5154,1638,5418,5435,1638
48.004,5157,5157,1638,5428,5443,1638
48.014,5159,5159,1638,5396,5411,1638
48.024,5188,5188,1638,5405,5422,1638
48.034,5133,5133,1638,5422,5438,1638
48.044,5124,5124,1638,5426,5441,1638
48.054,5264,5264,1638,5451,5466,1638
48.064,5211,5211,1638,5390,5405,1638
48.074,5097,5097,1638,5370,5386,1638
48.084,5167,5167,1638,5464,5480,1638
48.094,5226,5226,1638,5482,5497,1638
48.104,5221,5221,1638,5459,5476,1638
48.114,5192,1638,5192,5457,5474,1638
48.124,5182,5182,1638,5451,5467,1638
48.134,5190,5190,1638,5461,5477,1638
48.144,5182,5182,1638,5440,5456,1638
48.154,5200,5200,1638,5432,5448,1638
48.164,5219,1638,5219,5454,5469,1638
48.174,5164,5164,1638,5400,5416,1638
48.184,5144,5144,1638,5402,5418,1638
48.194,5173,1638,5173,5431,5446,1638
48.204,5190,1638,5190,5414,5431,1638
48.214,5186,5186,1638,5432,5449,1638
48.224,5202,5202,1638,5459,5476,1638
48.234,5246,5246,1638,5458,5474,1638
48.244,5234,5234,1638,5450,5467,1638
48.254,5200,5200,1638,5459,5475,1638
48.264,5160,1638,5160,5428,5443,1638
48.274,5125,5125,1638,5384,5400,1638
48.284,5164,5164,1638,5392,5409,1638
48.294,5190,5190,1638,5390,5406,1638
48.304,5161,5161,1638,5404,5420,1638
48.314,5130,5130,1638,5435,5451,1638
48.324,5120,5120,1638,5403,5420,1638
48.334,5185,5185,1638,5412,5429,1638
48.344,5224,5224,1638,5459,5476,1638
48.354,5187,1638,5187,5428,5445,1638
48.364,5202,5202,1638,5421,5437,1638
48.374,5127,5127,1638,5405,5421,1638
48.384,5124,5124,1638,5394,5410,1638
48.394,5235,5235,1638,5427,5444,1638
48.404,5224,5224,1638,5426,5444,1638
48.414,5221,5221,1638,5423,5440,1638
48.424,5181,5181,1638,5418,5435,1638
48.434,5135,5135,1638,5442,5460,1638
48.444,5162,5162,1638,5443,5460,1638
48.454,5138,5138,1638,5422,5439,1638
48.464,5128,5128,1638,5421,5439,1638
48.474,5154,5154,1638,5389,5407,1638
48.484,5135,5135,1638,5411,5429,1638
48.494,5147,5147,1638,5399,5417,1638
48.504,5216,5216,1638,5403,5421,1638
48.514,5214,5214,1638,5418,5436,1638
48.524,5191,5191,1638,5398,5417,1638
48.534,5188,5188,1638,5449,5467,1638
48.544,5139,5139,1638,5431,5449,1638
48.554,5146,5146,1638,5445,5465,1638
48.564,5198,5198,1638,5428,5447,1638
48.574,5136,5136,1638,5348,5368,1638
48.584,5124,5124,1638,5392,5412,1638
48.594,5239,5239,1638,5393,5413,1638
48.604,5243,5243,1638,5399,5419,1638
48.614,5181,5181,1638,5413,5433,1638
48.624,5204,5204,1638,5374,5393,1638
48.634,5221,5221,1638,5414,5434,1638
48.644,5224,5224,1638,5459,5480,1638
48.654,5225,5225,1638,5456,5476,1638
48.664,5211,5211,1638,5487,5508,1638
48.674,5248,5248,1638,5447,5466,1638
48.684,5216,5216,1638,5430,5450,1638
48.694,5153,5153,1638,5452,5473,1638
48.704,5191,5191,1638,5426,5446,1638
48.714,5189,5189,1638,5450,5471,1638
48.724,5165,5165,1638,5411,5430,1638
48.734,5121,5121,1638,5391,5411,1638
48.744,5139,5139,1638,5432,5453,1638
48.754,5183,5183,1638,5418,5437,1638
48.764,5160,5160,1638,5426,5446,1638
48.774,5208,5208,1638,5451,5471,1638
48.784,5249,5249,1638,5463,5483,1638
48.794,5258,5258,1638,5424,5445,1638
48.804,5239,5239,1638,5440,5461,1638
48.814,5224,5224,1638,5494,5515,1638
48.824,5258,5258,1638,5459,5482,1638
48.834,5253,5253,1638,5449,5470,1638
48.844,5272,5272,1638,5481,5502,1638
48.854,5235,5235,1638,5451,5473,1638
48.864,5179,5179,1638,5411,5433,1638
48.874,5239,5239,1638,5433,5455,1638
48.884,5246,5246,1638,5453,5475,1638
48.894,5195,5195,1638,5432,5454,1638
48.904,5214,5214,1638,5443,5465,1638
48.914,5196,5196,1638,5461,5483,1638
48.924,5228,5228,1638,5448,5470,1638
48.934,5309,5309,1638,5451,5473,1638
48.944,5231,5231,1638,5428,5449,1638
48.954,5126,5126,1638,5385,5407,1638
48.964,5134,5134,1638,5452,5474,1638
48.974,5175,5175,1638,5499,5521,1638
48.984,5182,5182,1638,5416,5438,1638
48.994,5149,5149,1638,5401,5423,1638
49.004,5124,5124,1638,5426,5448,1638
49.014,5136,5136,1638,5418,5440,1638
49.024,5164,5164,1638,5417,5440,1638
49.034,5157,1638,5157,5392,5414,1638
49.044,5146,5146,1638,5425,5447,1638
49.054,5161,1638,5161,5376,5399,1638
49.064,5150,1638,5150,5413,5435,1638
49.074,5123,5123,1638,5381,5404,1638
49.084,5125,1638,5125,5385,5407,1638
49.094,5129,5129,1638,5401,5423,1638
49.104,5141,5141,1638,5381,5404,1638
49.114,5167,5167,1638,5380,5403,1638
49.124,5145,5145,1638,5411,5433,1638
49.134,5126,5126,1638,5400,5423,1638
49.144,5169,1638,5169,5425,5448,1638
49.154,5159,5159,1638,5385,5407,1638
49.164,5172,1638,5172,5376,5398,1638
49.174,5163,5163,1638,5406,5428,1638
49.184,5126,1638,5126,5388,5409,1638
49.194,5137,5137,1638,5377,5399,1638
49.204,5125,1638,5125,5379,5401,1638
49.214,5169,5169,1638,5406,5428,1638
49.224,5136,1638,5136,5386,5409,1638
49.234,5155,1638,5155,5404,5426,1638
49.244,5128,1638,5128,5419,5441,1638
49.254,5134,5134,1638,5400,5423,1638
49.264,5158,5158,1638,5420,5441,1638
49.274,5169,5169,1638,5421,5444,1638
49.284,5170,5170,1638,5416,5438,1638
49.294,5150,5150,1638,5403,5425,1638
49.304,5125,1638,5125,5425,5447,1638
49.314,5171,1638,5171,5425,5448,1638
49.324,5143,1638,5143,5397,5419,1638
49.334,5141,5141,1638,5404,5426,1638
49.344,5147,5147,1638,5393,5415,1638
49.354,5136,1638,5136,5380,5402,1638
49.364,5174,5174,1638,5390,5412,1638
49.374,5125,5125,1638,5395,5417,1638
49.384,5130,1638,5130,5392,5414,1638
49.394,5158,1638,5158,5425,5447,1638
49.404,5137,1638,5137,5385,5407,1638
49.414,5167,5167,1638,5398,5420,1638
49.424,5129,5129,1638,5400,5422,1638
49.434,5129,5129,1638,5380,5403,1638
49.444,5145,5145,1638,5426,5448,1638
49.454,5141,5141,1638,5425,5446,1638
49.464,5171,5171,1638,5385,5407,1638
49.474,5136,1638,5136,5418,5440,1638
49.484,5137,1638,5137,5415,5437,1638
49.494,5141,5141,1638,5427,5449,1638
49.504,5128,5128,1638,5412,5434,1638
49.514,5170,1638,5170,5387,5409,1638
49.524,5135,5135,1638,5410,5432,1638
49.534,5151,5151,1638,5407,5428,1638
49.544,5150,1638,5150,5398,5420,1638
49.554,5134,1638,5134,5407,5429,1638
49.564,5153,1638,5153,5377,5399,1638
49.574,5126,1638,5126,5394,5417,1638
49.584,5158,1638,5158,5377,5399,1638
49.594,5123,5123,1638,5387,5409,1638
49.604,5127,1638,5127,5418,5440,1638
49.614,5134,5134,1638,5421,5443,1638
49.624,5137,5137,1638,5403,5425,1638
49.634,5174,5174,1638,5403,5425,1638
49.644,5157,5157,1638,5423,5445,1638
49.654,5145,5145,1638,5426,5447,1638
49.664,5149,1638,5149,5409,5431,1638
49.674,5157,5157,1638,5404,5426,1638
49.684,5170,1638,5170,5389,5411,1638
49.694,5175,5175,1638,5380,5402,1638
49.704,5126,5126,1638,5410,5432,1638
49.714,5151,5151,1638,5390,5413,1638
49.724,5169,5169,1638,5390,5412,1638
49.734,5134,5134,1638,5397,5419,1638
49.744,5123,1638,5123,5377,5399,1638
49.754,5141,5141,1638,5418,5441,1638
49.764,5156,1638,5156,5422,5444,1638
49.774,5135,1638,5135,5390,5412,1638
49.784,5147,5147,1638,5418,5440,1638
49.794,5161,1638,5161,5385,5406,1638
49.804,5168,1638,5168,5409,5430,1638
49.814,5140,1638,5140,5400,5422,1638
49.824,5162,5162,1638,5410,5432,1638
49.834,5154,5154,1638,5386,5408,1638
49.844,5149,5149,1638,5378,5400,1638
49.854,5136,5136,1638,5395,5417,1638
49.864,5123,1638,5123,5425,5447,1638
49.874,5145,1638,5145,5421,5443,1638
49.884,5143,1638,5143,5396,5418,1638
49.894,5150,1638,5150,5425,5447,1638
49.904,5128,1638,5128,5416,5438,1638
49.914,5153,1638,5153,5397,5420,1638
49.924,5166,5166,1638,5385,5407,1638
49.934,5172,5172,1638,5416,5439,1638
49.944,5135,5135,1638,5376,5397,1638
49.954,5156,5156,1638,5382,5404,1638
49.964,5140,1638,5140,5426,5448,1638
49.974,5154,1638,5154,5410,5433,1638
49.984,5171,5171,1638,5378,5400,1638
49.994,5145,1638,5145,5400,5422,1638
50.004,5131,1638,5131,5396,5419,1638
50.014,5173,5173,1638,5404,5426,1638
50.024,5146,5146,1638,5407,5429,1638
50.034,5145,5145,1638,5411,5433,1638
50.044,5159,5159,1638,5405,5427,1638
50.054,5159,5159,1638,5380,5402,1638
50.064,5124,1638,5124,5377,5399,1638
50.074,5161,1638,5161,5424,5446,1638
50.084,5124,1638,5124,5405,5427,1638
50.094,5145,1638,5145,5426,5448,1638
50.104,5161,5161,1638,5392,5414,1638
50.114,5144,1638,5144,5384,5406,1638
50.124,5161,1638,5161,5397,5419,1638
50.134,5173,5173,1638,5390,5411,1638
50.144,5160,5160,1638,5415,5437,1638
50.154,5129,5129,1638,5418,5440,1638
50.164,5130,5130,1638,5420,5442,1638
50.174,5157,5157,1638,5407,5430,1638
50.184,5153,1638,5153,5420,5442,1638
50.194,5143,1638,5143,5395,5417,1638
50.204,5161,5161,1638,5396,5418,1638
50.214,5166,1638,5166,5390,5412,1638
50.224,5153,1638,5153,5412,5434,1638
50.234,5151,1638,5151,5403,5425,1638
50.244,5137,5137,1638,5408,5430,1638
50.254,5145,1638,5145,5408,5431,1638
50.264,5124,5124,1638,5395,5418,1638
50.274,5131,5131,1638,5395,5417,1638
50.284,5137,1638,5137,5398,5420,1638
50.294,5165,5165,1638,5386,5409,1638
50.304,5165,5165,1638,5397,5419,1638
50.314,5143,5143,1638,5395,5418,1638
50.324,5142,5142,1638,5408,5429,1638
50.334,5143,1638,5143,5397,5420,1638
50.344,5164,1638,5164,5419,5442,1638
50.354,5168,1638,5168,5423,5445,1638
50.364,5160,5160,1638,5379,5401,1638
50.374,5144,1638,5144,5389,5411,1638
50.384,5146,1638,5146,5403,5424,1638
50.394,5170,5170,1638,5389,5411,1638
50.404,5133,5133,1638,5387,5409,1638
50.414,5132,5132,1638,5412,5434,1638
50.424,5160,5160,1638,5386,5408,1638
50.434,5164,1638,5164,5420,5442,1638
50.444,5161,5161,1638,5383,5406,1638
50.454,5130,1638,5130,5378,5400,1638
50.464,5132,1638,5132,5411,5433,1638
50.474,5132,1638,5132,5396,5418,1638
50.484,5162,5162,1638,5378,5400,1638
50.494,5137,5137,1638,5388,5411,1638
50.504,5148,1638,5148,5414,5437,1638
50.514,5170,5170,1638,5409,5431,1638
50.524,5126,5126,1638,5408,5430,1638
50.534,5128,1638,5128,5422,5444,1638
50.544,5132,5132,1638,5422,5444,1638
50.554,5141,5141,1638,5421,5444,1638
50.564,5137,1638,5137,5421,5444,1638
50.574,5167,1638,5167,5407,5430,1638
50.584,5127,1638,5127,5396,5419,1638
50.594,5139,1638,5139,5393,5415,1638
50.604,5173,1638,5173,5425,5448,1638
50.614,5154,5154,1638,5423,5446,1638
